"kc.bodyId","kc.instance","kc.type","nb.cluster","kc.largetype","nclaw","npostsyn"
"815926332","KCab-m_R","kcabm","b","alphabeta",4,60
"5812982521","KCab-c_R","kcabc","c","alphabeta",6,68
"1004527604","KCg-m_R","kcg","a","gamma",8,184
"600702348","KCg-m_R","kcg","d","gamma",6,175
"725174424","KCab-m_R","kcabm","d","alphabeta",3,71
"5813057573","KCab-c_R","kcabc","c","alphabeta",5,46
"5812979197","KCg-m_R","kcg","c","gamma",7,177
"846611908","KCab-c_R","kcabc","b","alphabeta",4,33
"519223428","KCab-m_R","kcabm","b","alphabeta",5,80
"5813021380","KCg-m_R","kcg","d","gamma",7,184
"785521517","KC part due to gap","unknown",NA,"unknown",2,17
"986793149","KCa'b'-ap2_R","kcabprimeap2","c","alphaprimebetaprime",5,89
"5813067779","KCab-s_R","kcabs","c","alphabeta",6,85
"508935964","KCg-m_R","kcg","d","gamma",8,217
"5813063229","KCab-s_R","kcabs","d","alphabeta",5,115
"662414157","KCab-c_R","kcabc","d","alphabeta",3,45
"1451695303","KCab-m_R","kcabm","b","alphabeta",4,64
"5812983321","KCg-m_R","kcg","b","gamma",3,75
"5813021404","KCab-m_R","kcabm","c","alphabeta",3,99
"394427392","KCab-s_R","kcabs","c","alphabeta",5,123
"860266346","KCab-c_R","kcabc","a","alphabeta",3,56
"332340236","KCab-m_R","kcabm","b","alphabeta",4,54
"878324438","KCab-m_R","kcabm","b","alphabeta",4,47
"519223027","KCab-s_R","kcabs","b","alphabeta",6,65
"846270628","KCab-c_R","kcabc","b","alphabeta",1,7
"5812982397","KCa'b'-m_R","kcabprimem","c","alphaprimebetaprime",4,43
"5813021319","KCab-m_R","kcabm","c","alphabeta",6,82
"569002579","KCab-m_R","kcabm","c","alphabeta",3,55
"487489028","KCa'b'-ap2_R","kcabprimeap2","b","alphaprimebetaprime",3,33
"5812982211","KCab-m_R","kcabm","d","alphabeta",2,31
"5813021469","KCg-m_R","kcg","c","gamma",6,115
"5812981277","KCa'b'-ap2_R","kcabprimeap2","d","alphaprimebetaprime",3,74
"878324222","KCab-c_R","kcabc","b","alphabeta",3,51
"487160828","KCa'b'-m_R","kcabprimem","d","alphaprimebetaprime",6,73
"1420306364","KCab-m_R","kcabm","a","alphabeta",6,70
"1004527700","KCg-m_R","kcg","a","gamma",4,54
"5813021463","KCab-m_R","kcabm","b","alphabeta",3,68
"5813032702","KCab-c_R","kcabc","b","alphabeta",5,40
"908340253","KCab-m_R","kcabm","b","alphabeta",4,77
"5812981071","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",6,82
"5812980410","KCab-m_R","kcabm","b","alphabeta",3,76
"909368173","KCab-m_R","kcabm","b","alphabeta",3,79
"877974490","KCab-c_R","kcabc","b","alphabeta",3,39
"723128414","KC part due to gap","unknown",NA,"unknown",1,8
"5812981308","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",3,63
"300968622","KCab-m_R","kcabm","a","alphabeta",5,65
"940079657","KCab-m_R","kcabm","a","alphabeta",3,54
"364407023","KCab-m_R","kcabm","a","alphabeta",4,64
"548552875","KCa'b'-m_R","kcabprimem","a","alphaprimebetaprime",4,49
"693785353","KC part due to gap","unknown",NA,"unknown",3,26
"1109568528","KCab-s_R","kcabs","d","alphabeta",6,85
"736126563","KCab-c_R","kcabc","d","alphabeta",3,51
"5.7e.08","KCg-m_R","kcg",NA,"gamma",5,99
"908353540","KCab-m_R","kcabm","b","alphabeta",5,90
"5812980192","KCab-m_R","kcabm","a","alphabeta",2,63
"363725201","KCab-m_R","kcabm","a","alphabeta",3,79
"5812983871","KCa'b'-ap2_R","kcabprimeap2","b","alphaprimebetaprime",4,37
"5812980414","KCab-m_R","kcabm","b","alphabeta",4,71
"784882707","KCab-c_R","kcabc","b","alphabeta",3,39
"909372586","KCab-m_R","kcabm","b","alphabeta",5,101
"941111195","KCab-m_R","kcabm","a","alphabeta",3,45
"908668522","KCab-m_R","kcabm","b","alphabeta",5,87
"816254592","KCab-c_R","kcabc","b","alphabeta",6,82
"5813063140","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",4,56
"705091769","KCab-c_R","kcabc","b","alphabeta",5,31
"579592619","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",4,75
"1048517845","KCa'b'-m_R","kcabprimem","a","alphaprimebetaprime",4,43
"332003899","KCab-c_R","kcabc","d","alphabeta",1,5
"860266404","KCab-c_R","kcabc","c","alphabeta",5,79
"5812981669","KCab-m_R","kcabm","c","alphabeta",3,74
"5812980561","KCab-m_R","kcabm","c","alphabeta",5,73
"5813021183","KC part due to gap","unknown",NA,"unknown",4,65
"5812980611","KCab-s_R","kcabs","d","alphabeta",4,96
"332353566","KCab-m_R","kcabm","c","alphabeta",3,58
"5812982200","KC part due to gap","unknown",NA,"unknown",2,21
"5813050820","KCab-m_R","kcabm","b","alphabeta",5,94
"5813058106","KCab-m_R","kcabm","b","alphabeta",3,61
"878333234","KCab-c_R","kcabc","b","alphabeta",3,49
"736126644","KCab-c_R","kcabc","b","alphabeta",3,75
"5812983455","KCab-m_R","kcabm","b","alphabeta",4,52
"5812981570","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",5,57
"1141678637","KCg-m_R","kcg","b","gamma",7,108
"5813094364","KCg-m_R","kcg","c","gamma",2,62
"5812983576","KCab-c_R","kcabc","b","alphabeta",2,25
"612668833","KCab-s_R","kcabs","c","alphabeta",6,96
"5812981578","KCa'b'-m_R","kcabprimem","c","alphaprimebetaprime",6,55
"5813050818","KCab-m_R","kcabm","d","alphabeta",4,60
"601725442","KC(incomplete?)","unknown",NA,"unknown",2,0
"5812981275","KCa'b'-ap2_R","kcabprimeap2","b","alphaprimebetaprime",3,33
"767502627","KCab-c_R","kcabc","d","alphabeta",3,27
"661740600","KC part due to gap","unknown",NA,"unknown",2,62
"5812981042","KCab-m_R","kcabm","d","alphabeta",5,107
"5813056355","KCab-s_R","kcabs","d","alphabeta",7,99
"5813035318","KC part due to gap","unknown","d","unknown",2,20
"5813021792","KCa'b'-m_R","kcabprimem","d","alphaprimebetaprime",5,62
"5812983569","KCa'b'-ap2_R","kcabprimeap2","b","alphaprimebetaprime",3,28
"5813082847","KCab-c_R","kcabc","a","alphabeta",7,88
"5813071406","KCab-m_R","kcabm","c","alphabeta",3,62
"691760950","KCab-m_R","kcabm","c","alphabeta",5,79
"724763999","KC part due to gap","unknown","d","unknown",1,9
"1017819398","KCa'b'-ap2_R","kcabprimeap2","a","alphaprimebetaprime",4,53
"5813021019","KCab-m_R","kcabm","c","alphabeta",4,77
"362701875","KCab-s_R","kcabs","d","alphabeta",5,114
"476545134","KCab-m_R","kcabm","c","alphabeta",2,73
"394755645","KCab-c_R","kcabc","d","alphabeta",2,43
"611309194","KCab-m_R","kcabm","d","alphabeta",5,96
"5813021016","KCab-c_R","kcabc","c","alphabeta",4,51
"569317846","KCab-m_R","kcabm","c","alphabeta",4,66
"5812981127","KCab-m_R","kcabm","d","alphabeta",4,83
"5813063527","KCa'b'-m_R","kcabprimem","a","alphaprimebetaprime",3,62
"908699052","KCab-m_R","kcabm","a","alphabeta",4,51
"5813078552","KCab-s_R","kcabs","c","alphabeta",6,73
"1327831994","KCab-s_R","kcabs","a","alphabeta",4,75
"1111615136","KCa'b'-ap2_R","kcabprimeap2","b","alphaprimebetaprime",3,58
"5812983272","KCab-m_R","kcabm","b","alphabeta",6,100
"5812981109","KCab-c_R","kcabc","d","alphabeta",3,64
"798537538","KCab-c_R","kcabc","d","alphabeta",2,12
"508918609","KCa'b'-m_R","kcabprimem","d","alphaprimebetaprime",6,89
"724829211","KC part due to gap","unknown","d","unknown",1,8
"5812982154","KCg-m_R","kcg","d","gamma",5,112
"570288900","KCab-m_R","kcabm","d","alphabeta",4,107
"5813095472","KCa'b'-m_R","kcabprimem","d","alphaprimebetaprime",6,110
"5813021313","KCab-m_R","kcabm","c","alphabeta",6,73
"5813099783","KCab-m_R","kcabm","d","alphabeta",5,74
"5813078064","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",3,95
"570647225","KC part due to gap","unknown","d","unknown",2,35
"539586554","KC part due to gap","unknown","d","unknown",1,21
"5813021017","KCab-c_R","kcabc","c","alphabeta",4,58
"984746802","KCab-m_R","kcabm","c","alphabeta",3,86
"661076014","KCab-c_R","kcabc","d","alphabeta",2,27
"5812981318","KCa'b'-ap2_R","kcabprimeap2","b","alphaprimebetaprime",3,48
"798533259","KCab-c_R","kcabc","b","alphabeta",1,5
"5813078555","KC part due to gap","unknown",NA,"unknown",3,27
"785456671","KC part due to gap","unknown","d","unknown",1,11
"939738364","KCab-m_R","kcabm","a","alphabeta",6,108
"332007728","KCab-m_R","kcabm","a","alphabeta",4,69
"754163207","KCab-c_R","kcabc","d","alphabeta",1,3
"724134170","KC part due to gap","unknown","d","unknown",1,11
"704759205","KCa'b'-ap2_R","kcabprimeap2","b","alphaprimebetaprime",3,42
"600978553","KC part due to gap","unknown","d","unknown",2,34
"755851102","KCg-m_R","kcg","d","gamma",3,77
"362693077","KCab-m_R","kcabm","b","alphabeta",5,83
"754150161","KC part due to gap","unknown",NA,"unknown",3,39
"5813021315","KCab-m_R","kcabm","c","alphabeta",2,57
"569313277","KCab-m_R","kcabm","c","alphabeta",4,84
"829572544","KCab-c_R","kcabc","d","alphabeta",1,3
"5812983345","KCab-m_R","kcabm","b","alphabeta",3,69
"5813106497","KCab-m_R","kcabm","a","alphabeta",4,80
"847254536","KCab-m_R","kcabm","d","alphabeta",5,95
"798196454","KCab-m_R","kcabm","b","alphabeta",3,70
"860265987","KCab-m_R","kcabm","b","alphabeta",4,61
"600965298","KC part due to gap","unknown","d","unknown",1,16
"785189253","KC part due to gap","unknown",NA,"unknown",1,11
"693794431","KC part due to gap","unknown",NA,"unknown",1,5
"5812980803","KCab-c_R","kcabc","d","alphabeta",2,31
"579924731","KCa'b'-m_R","kcabprimem","b","alphaprimebetaprime",4,54
"394401778","KCab-m_R","kcabm","a","alphabeta",5,87
"332689776","KCab-m_R","kcabm","b","alphabeta",4,54
"5813056234","KCab-m_R","kcabm","b","alphabeta",4,58
"5812983429","KC part due to gap","unknown",NA,"unknown",1,36
"755173189","KCab-c_R","kcabc","d","alphabeta",2,36
"785517281","KC part due to gap","unknown",NA,"unknown",0,0
"847254581","KCab-m_R","kcabm","d","alphabeta",2,43
"704750842","KCab-m_R","kcabm","d","alphabeta",3,56
"1141346472","KCg-m_R","kcg","d","gamma",2,45
"693112035","KC part due to gap","unknown",NA,"unknown",1,12
"662085792","KC part due to gap","unknown",NA,"unknown",1,26
"692775807","KC part due to gap","unknown",NA,"unknown",1,13
"767161677","KCab-m_R","kcabm","d","alphabeta",1,35
"332003730","KCab-c_R","kcabc","d","alphabeta",1,9
