"D","DA1","DA2","DA3","DA4l","DA4m","DC1","DC2","DC3","DC4","DL1","DL2d","DL2v","DL3","DL4","DL5","DM1","DM2","DM3","DM4","DM5","DM6","DP1l","DP1m","V","VA1d","VA1v","VA2","VA3","VA4","VA5","VA6","VA7l","VA7m","VC1","VC2","VC3l","VC3m","VC4","VC5","VL1","VL2a","VL2p","VM1","VM2","VM3","VM4","VM5d","VM5v","VM7d","VM7v"
-1.06419519228646,0.376216433172663,-0.734408806929114,-0.3427172867865,-0.345009913724389,3.37374599334486,-0.68724042052398,2.16085325370474,-0.585723242085797,-0.276495818330652,-0.751282263057834,-0.630626875062055,-0.390742384298685,-0.339210289045424,-0.330293496304494,-0.55267817517131,-0.72769436214144,-0.697517620683211,-0.440579808312,-0.706300224975155,-0.628994998665144,-0.60156475522812,1.35582799624105,0.37009055992206,-0.81591932551929,-0.386639121556477,-0.405332263011546,-0.507236854118038,-0.513770560279277,-0.480169152714037,-0.552570451041783,-0.581950149740942,-0.390965950973325,-0.766317374091065,-0.464309263073889,-0.476402916024789,-0.470119502684092,0.548228986145892,-0.604259598873962,-0.480127747149141,-0.486269833219039,-0.513024215370642,1.17436733934181,-0.280539192643696,-0.516205673871827,-0.49845215744737,1.76137800090587,-0.696541086809615,-0.6329967216954,-0.543821981567443,-0.519185345882703
0.450609963665356,-0.490908348339117,-1.19438414342166,-0.559073586117969,-0.560863059774881,-0.468915826986564,-0.319768824059417,-0.227504767180446,1.05719059289073,-0.456804787555177,0.216583692452235,-1.04169862951349,0.902437419176724,1.23267460213293,-0.563235127634228,0.153976465748134,0.316263641588666,-0.395585132986567,-0.727349650560064,-1.17421175955733,-0.151998390991696,1.77461301041957,6.0976655466692,-0.571027290580937,-1.31071671899054,-0.635887645732847,-0.631966989703648,0.298904980961794,2.51692549257087,0.456093050194596,1.19771647404208,-0.942081361963614,-0.651359108009144,-1.29546808154355,-0.789047145178006,1.61709816169587,0.4605418290115,-0.384858751386408,1.84691382001914,-0.782356126139237,-0.784678964630722,-0.848425611028751,-0.90633400281827,-0.465867396408423,-0.84724482815423,-0.853871386638606,-0.719746536173083,3.53604427334406,0.751034452424691,-0.897395552679136,-0.852764066229737
-0.743232302358718,-1.18362403846155,-2.61894798993535,-0.525764586133317,-0.531561284101481,-0.436640836717027,-1.06459656291256,-1.02228023849598,-0.881743695545017,-0.435508298860701,-1.18074773558189,-0.987171834152702,-0.601037074974862,-0.521552278198364,-0.52946551039121,-0.850166580504823,-1.14669235209363,-1.10381436963985,0.743893608853029,-1.11254781038964,-0.984080571852149,-0.945555862720519,-0.803193650548915,-1.2064886715181,-1.2679232772848,-0.613403080500678,-0.606557203685042,0.408832122086205,0.378484237068129,-0.740270568276008,-0.846192591582876,0.155340982202165,-0.61456531538129,-0.46971474111632,-0.739491076472963,0.555361677623779,-0.734630131775519,-1.10522809461853,-0.943341817767261,-0.719201302855591,-0.737548770531316,0.388244162253613,-0.85326400461172,-0.43439207086384,-0.800376655785454,-0.791690124305166,-0.681236974634054,-0.288470276691984,-0.986532645809318,-0.850762850684215,-0.80906903743011
-0.341113511460353,-0.545804568183401,-0.514733327944857,-1.45702732979351,-0.247607307586108,-0.194192999544813,-0.482974357538576,-0.47540335840518,-0.40113270380023,-0.192747219405197,-0.530930659084772,-0.456530794038852,-0.276417400432953,-0.236570278311601,-0.245317604433992,-0.387457589378831,-0.515651989693457,-0.504183103916548,-0.320671949079529,-0.504938562325564,-0.450777343058303,-0.433737146976288,-0.355570490331566,-0.552318226974543,-0.574038354383408,-0.274098641566404,-0.278098858848922,-0.375536479836419,-0.367480616473233,-0.336799796800469,-0.387894751436563,-0.413776827586032,-0.280209076455506,-0.548274763523774,-0.340664007740301,-0.334887343311546,-0.335299015661596,-0.489462961103798,-0.43066685900893,-0.325416440989356,-0.338478972616013,-0.369754695321619,-0.389986866918579,-0.193752070753317,-0.361902533011045,-0.367696024174432,-0.306448414411572,-0.512396965088704,-0.455890663140228,-0.392831557317798,-0.372376813822266
-0.342632206880208,-0.547884014824934,-0.520741899125307,-0.245914857375252,-1.45445111817226,-0.19163168524783,-0.484903293135589,-0.464735981897778,-0.396863893639985,-0.195082992477084,-0.52946728332913,-0.449912566840053,-0.276493911642717,-0.242433904512489,-0.242075585333488,-0.382519010822579,-0.519602488815329,-0.497810319078441,-0.312945164809425,-0.500129405645904,-0.453802348846636,-0.436782767557338,-0.362057155010399,-0.555619569771966,-0.569169880743918,-0.273085936753029,-0.274261240667536,-0.367857936905303,-0.361216902211611,-0.339503670648446,-0.380440563046698,-0.419267322066953,-0.275526824444118,-0.547573202043119,-0.342989420957511,-0.333904485088746,-0.344065916482002,-0.497914750673698,-0.436740574786487,-0.329909949615206,-0.336894722027926,-0.366204783702148,-0.378688237430477,-0.195357936774367,-0.359963417845409,-0.369907383060216,-0.310410838508253,-0.507477511330684,-0.446472668737918,-0.385236539661963,-0.357184101339827
3.28490768960134,-0.457352794045734,-0.426884922735829,-0.194192999544812,-0.19163168524783,0.531090643308638,-0.406404359271947,4.47803036329396,2.45153237133988,-0.159375264129498,1.61440841103222,-0.373085207918054,-0.22560037313688,-0.199033975112587,-0.206696160366053,-0.310693408901694,1.67591399913834,-0.414090822304722,-0.258303736590918,-0.412914848886431,-0.364618401274607,-0.353087741191805,-0.304728142910214,-0.440868647455879,-0.462129241455526,-0.226011251923184,-0.228031315938335,-0.295931586759856,-0.290214354542351,-0.28034767195519,-0.31781259157348,-0.330759445131594,-0.231993218268274,-0.44629550725803,3.11113967246442,-0.26753881776514,-0.271673433859066,-0.40303697658254,-0.356940847146999,-0.267267940599589,-0.287583103961623,-0.308623015504167,2.59592196912889,-0.16637354376565,-0.3053638564155,-0.301468926628721,3.57273883968085,1.8034699876361,-0.361449520979957,-0.311958536129129,-0.294078397584412
-0.694984943856569,-0.334040888351538,-1.06076630120009,-0.488577877330855,-0.492753721411396,-0.414709538699307,0.361830892278475,0.0124687347890765,1.44683370232911,2.08776849001405,0.547091949691016,-0.91336932576602,-0.568712935925586,-0.496447531872282,-0.490833055761141,1.57527207535296,1.49842799284982,1.66788373350427,2.43780843091884,0.764138632124946,2.16753479952339,2.31057313495334,1.7689237584629,-1.13736889805745,-1.18888141132163,-0.568298699888626,-0.570043957927956,4.40714544391352,0.515189926760805,2.02781482736934,0.385909848953064,-0.840080420742596,-0.56758976241765,-0.332129141448226,-0.70019327458905,0.690164869382574,-0.680991311660215,-1.02341076097884,0.186772968133782,0.695428297176393,-0.703971668518885,-0.7407060345492,-0.797253084530549,-0.406523300777513,0.566692103130775,-0.752100280959384,-0.634052791811669,4.25900880301898,-0.92333311500465,-0.787103265460752,-0.745773076343836
0.794860209436705,-0.240687488996111,-1.02033929279216,-0.480466808157803,-0.473591697114928,2.14867375692742,0.0140920677537457,0.630325353315353,-0.787673736352064,-0.391387753633938,0.671750614544042,-0.887403466928263,1.22805124826421,-0.462632753144179,3.7879750999049,-0.763513129555333,0.751867132352684,-0.990755788310158,-0.610220274080559,0.851177946882138,0.16930172743253,1.35962623134696,1.98788604527353,-0.252964870818292,-1.13015466231693,1.28348880280491,-0.546349281215496,-0.720607414308387,0.615086556946053,-0.661346237572496,0.47799587782921,0.389054722120261,-0.550598970822041,0.589384401170236,0.770163206982829,0.760717661759818,-0.657231838924307,-0.0696790820496127,0.253127262396593,-0.662170181725485,-0.662877031836949,-0.720259789652812,0.482628393334538,-0.385364401818728,0.616880014284734,0.621323007407604,0.985026435118882,-0.999995557847898,1.21294858084986,-0.777719697308865,-0.705349536512384
-0.591214269709015,0.985329308631562,-0.872732435618073,-0.404679594194115,-0.400713436349803,2.54523235145267,0.288743147035713,-0.787111542280639,-0.060375362496224,-0.325350457460112,0.0586966646106678,-0.772520269194972,-0.472487103165673,-0.418237456091045,-0.416076952055627,0.755876188301891,0.158356665486967,-0.875548845989294,-0.523903778876625,-0.857525758862329,0.464152845018605,-0.732568829478911,0.899798732481338,0.0102183544719998,-0.981398573396865,-0.468221479680439,-0.474200123160086,-0.626847345839788,2.43818727476381,-0.583165281728259,0.752521686471399,2.01558534649178,-0.48634043273313,-0.927928501070003,2.76282363542296,-0.574120870706775,1.030521016293,-0.851452282660537,-0.737909405500497,-0.585168679694791,-0.590884594475525,-0.621839633305135,-0.660847661503196,-0.334995081127495,-0.621217388777576,-0.62165855698397,-0.525010228078277,2.28746712950714,-0.771861269976766,-0.666339366944748,-0.616815434200183
-0.275780016842277,-0.445607904188884,-0.423374269078592,-0.191900747388127,-0.195787178511853,-0.159375264129498,1.9467621296051,-0.384558830358944,-0.31930249396826,2.27640620082487,-0.435664817234139,-0.372767865731542,-0.227775340668156,-0.195733657083782,-0.193088873624034,-0.315484673850324,1.72573483284469,-0.419899591705751,7.28128929997067,1.79976284409037,-0.362075467823339,2.36266066957534,2.94725616822751,-0.444547061996994,-0.475009630108111,-0.232055116759083,-0.230442125677674,2.87206216257467,-0.294570069236047,3.17188780177955,2.64830235824621,-0.329022553305299,-0.220939275949235,1.47714311020068,-0.266268383961405,-0.272251651781182,-0.280350806039918,-0.40553075493304,2.2760820740574,-0.274337290964186,-0.281161547137252,-0.297409145447422,-0.325236953110195,-0.16231226454762,-0.287465428062701,-0.305039327445199,-0.253461770639406,3.93042816742445,2.11046186758044,-0.315405946279085,-0.297496428873165
