"image","side","z","roi","Area","brain.number","genotype","chat.fluo","chat.slice.fluo","chat.norm.f","mz19.fluo","mz19.slice.fluo","mz19.norm.f","kc.fluo","kc.slice.fluo","kc.norm.f","sampleid"
"04","R","19","nonmz19",4.777,"13E","empty",96.278,63.123,1.52524436417788,30.021,26.446,1.13518112379944,32.253,47.606,0.677498634625887,"04R"
"04","R","19","nonmz19",2.822,"13E","empty",119.029,63.123,1.88566766471809,44.557,26.446,1.68482946381305,43.2,47.606,0.907448640927614,"04R"
"04","R","19","nonmz19",5.221,"13E","empty",93.703,63.123,1.48445099250669,25.317,26.446,0.95730923391061,44.371,47.606,0.932046380708314,"04R"
"04","R","19","nonmz19",6.894,"13E","empty",86.178,63.123,1.36523929471033,29.848,26.446,1.1286394917946,47.991,47.606,1.00808721589716,"04R"
"04","R","19","nonmz19",4.556,"13E","empty",106.04,63.123,1.67989480854839,55.757,26.446,2.10833396354836,50.407,47.606,1.05883712137126,"04R"
"05","R","13","nonmz19",5.644,"03E","empty",55.729,35.778,1.55763318240259,21.286,18.298,1.16329653514045,47.936,39.537,1.21243392265473,"05R"
"05","R","15","nonmz19",3.83,"03E","empty",74.716,46.129,1.61971861518784,27.526,21.177,1.29980639372905,53.053,47.288,1.12191253594992,"05R"
"05","R","15","nonmz19",4.697,"03E","empty",79.931,46.129,1.732771141798,34.163,21.177,1.61321244746659,64.202,47.288,1.35768059549992,"05R"
"05","R","15","nonmz19",5.241,"03E","empty",73.262,46.129,1.58819831342539,30.769,21.177,1.45294423194976,58.308,47.288,1.23304009473862,"05R"
"05","R","17","nonmz19",3.044,"03E","empty",68.874,44.959,1.53192909094953,24.768,20.646,1.19965126416739,47.311,47.785,0.990080569216281,"05R"
"05","R","17","nonmz19",6.894,"03E","empty",65.673,44.959,1.46073088814253,24.766,20.646,1.19955439310278,59.152,47.785,1.23787799518677,"05R"
"05","R","17","nonmz19",4.858,"03E","empty",75.004,44.959,1.66827553993639,25.892,20.646,1.2540928024799,47.145,47.785,0.986606675735063,"05R"
"05","R","17","nonmz19",5.18,"03E","empty",65.681,44.959,1.46090882804333,28.638,20.646,1.38709677419355,60.039,47.785,1.25644030553521,"05R"
"05","R","19","nonmz19",3.628,"03E","empty",87.578,46.745,1.87352658038293,34.556,22.268,1.55182324411712,46.622,52.997,0.879710172273902,"05R"
"05","R","19","nonmz19",2.983,"03E","empty",95.27,46.745,2.03807893892395,43.446,22.268,1.95105083527932,44.128,52.997,0.832650904768194,"05R"
"05","R","19","nonmz19",2.62,"03E","empty",90.738,46.745,1.9411273933041,33.462,22.268,1.50269444943417,50.462,52.997,0.952167103798328,"05R"
"05","R","19","nonmz19",3.044,"03E","empty",77.669,46.745,1.66154668948551,42.252,22.268,1.89743129153943,76.934,52.997,1.45166707549484,"05R"
"05","R","19","nonmz19",2.842,"03E","empty",87.433,46.745,1.87042464434699,32.695,22.268,1.46825040416742,35.17,52.997,0.66362246919637,"05R"
"05","R","19","nonmz19",3.145,"03E","empty",88.385,46.745,1.89079045887261,34.615,22.268,1.55447278606072,64.91,52.997,1.22478630865898,"05R"
"05","R","21","nonmz19",4.314,"03E","empty",54.822,45.683,1.20005253595429,21.262,21.357,0.995551809711102,39.65,53.366,0.74298242326575,"05R"
"05","R","21","nonmz19",2.58,"03E","empty",96.469,45.683,2.11170457281702,34.297,21.357,1.60589034040361,45.156,53.366,0.846156729003485,"05R"
"05","R","21","nonmz19",2.419,"03E","empty",99.267,45.683,2.17295273953112,34.833,21.357,1.63098749824414,48.283,53.366,0.904752089345276,"05R"
"05","R","21","nonmz19",1.996,"03E","empty",86.505,45.683,1.89359280257426,52.525,21.357,2.45938099920401,61.626,53.366,1.15478019712926,"05R"
"05","R","21","nonmz19",4.435,"03E","empty",64.855,45.683,1.419674714883,44.318,21.357,2.07510418129887,65.473,53.366,1.22686729378256,"05R"
"05","R","23","nonmz19",2.983,"03E","empty",92.459,46.426,1.99153491577995,50.068,21.362,2.3437880348282,56.358,51.951,1.08482993590114,"05R"
"05","R","23","nonmz19",3.81,"03E","empty",67.45,46.426,1.45284969629087,19.153,21.362,0.896592079393315,56.847,51.951,1.09424265172951,"05R"
"05","R","23","nonmz19",3.507,"03E","empty",105.655,46.426,2.27577219661397,39.023,21.362,1.82674843179478,52.713,51.951,1.01466766760986,"05R"
"05","R","23","nonmz19",2.741,"03E","empty",62,46.426,1.33545857924439,20.221,21.362,0.946587398183691,46.088,51.951,0.887143654597602,"05R"
"05","R","23","nonmz19",4.818,"03E","empty",63.247,46.426,1.3623185284108,53.975,21.362,2.52668289486003,59.699,51.951,1.14914053627457,"05R"
"05","R","25","nonmz19",3.608,"03E","empty",80.201,48.802,1.64339576246875,31.006,21.872,1.41761155815655,55.402,48.645,1.13890430671189,"05R"
"05","R","25","nonmz19",4.193,"03E","empty",98.558,48.802,2.01954837916479,49.808,21.872,2.27724945135333,43.476,48.645,0.893740363860623,"05R"
"05","R","25","nonmz19",5.967,"03E","empty",71.081,48.802,1.45651817548461,24.595,21.872,1.12449707388442,69.446,48.645,1.42760818172474,"05R"
"05","R","27","nonmz19",1.895,"03E","empty",94.34,50.767,1.85829377351429,30.957,21.556,1.43611987381703,25.585,43.088,0.593784812476792,"05R"
"05","R","27","nonmz19",4.777,"03E","empty",74.278,50.767,1.46311580357319,28.059,21.556,1.30167934681759,53.451,43.088,1.2405077979948,"05R"
"05","R","27","nonmz19",2.177,"03E","empty",82.407,50.767,1.62323950597829,24.352,21.556,1.12970866580071,56.843,43.088,1.31923041217973,"05R"
"05","R","29","nonmz19",5.261,"03E","empty",89.18,55.083,1.6190113102046,31.801,24.843,1.28007889546351,52.195,34.274,1.52287448211472,"05R"
"06","R","4/","nonmz19",4.072,"12E","empty",98.277,60.532,1.62355448357893,25.644,21.424,1.19697535474234,43.807,42.305,1.03550407753221,"06R"
"06","R","4/","nonmz19",6.712,"12E","empty",123.165,60.532,2.03470891429327,34.715,21.424,1.62037901418969,30.009,42.305,0.709348776740338,"06R"
"06","R","6/","nonmz19",7.64,"12E","empty",127.092,73.408,1.73130993897123,54.248,25.806,2.10214678756878,76.092,48.407,1.57192141632409,"06R"
"06","R","6/","nonmz19",4.455,"12E","empty",123,73.408,1.67556669572799,40.633,25.806,1.57455630473533,50.43,48.407,1.04179147643936,"06R"
"06","R","6/","nonmz19",5.322,"12E","empty",129.871,73.408,1.76916684829991,44.621,25.806,1.72909400914516,46.883,48.407,0.968516950027889,"06R"
"06","R","6/","nonmz19",4.253,"12E","empty",133.773,73.408,1.82232181778553,42.654,25.806,1.65287142524994,31.351,48.407,0.647654264879046,"06R"
"06","R","6/","nonmz19",2.6,"12E","empty",116.558,73.408,1.58781059285092,37.132,25.806,1.43889018057816,61.992,48.407,1.28064122957424,"06R"
"06","R","8/","nonmz19",8.849,"12E","empty",119.79,78.362,1.52867461269493,39.226,27.056,1.44980780603193,69.137,53.429,1.29399764173015,"06R"
"06","R","8/","nonmz19",5.221,"12E","empty",128.429,78.362,1.63891937418647,48.456,27.056,1.7909520993495,69.44,53.429,1.29966871923487,"06R"
"06","R","8/","nonmz19",2.762,"12E","empty",105.285,78.362,1.34357213955744,30.511,27.056,1.12769810762862,61.832,53.429,1.15727413951225,"06R"
"06","R","8/","nonmz19",2.237,"12E","empty",109.658,78.362,1.3993772491769,58.378,27.056,2.15767297457126,50.595,53.429,0.946957644724775,"06R"
"06","R","8/","nonmz19",5.805,"12E","empty",125.181,78.362,1.59747071284551,46.076,27.056,1.70298639858072,55.83,53.429,1.04493814220742,"06R"
"06","R","8/","nonmz19",2.479,"12E","empty",125.805,78.362,1.60543375615732,37.642,27.056,1.39126256652868,61.683,53.429,1.15448539182841,"06R"
"06","R","10","nonmz19",6.813,"12E","empty",106.355,78.415,1.35630937958299,40.03,26.625,1.50347417840376,74.893,55.423,1.35129819749923,"06R"
"06","R","10","nonmz19",3.124,"12E","empty",106.503,78.415,1.35819677357648,30.516,26.625,1.14614084507042,56.697,55.423,1.02298684661603,"06R"
"06","R","10","nonmz19",5.644,"12E","empty",122.468,78.415,1.56179302429382,40.964,26.625,1.53855399061033,69.139,55.423,1.24747848366202,"06R"
"06","R","10","nonmz19",8.023,"12E","empty",142.668,78.415,1.81939679908181,49.045,26.625,1.84206572769953,63.166,55.423,1.13970734171734,"06R"
"06","R","10","nonmz19",2.923,"12E","empty",123.862,78.415,1.57957023528662,47.034,26.625,1.76653521126761,65.11,55.423,1.1747830323151,"06R"
"06","R","12","nonmz19",4.959,"12E","empty",135.87,77.448,1.75433839479393,56.016,25.851,2.16687942439364,55.049,56.391,0.976201876185916,"06R"
"06","R","12","nonmz19",5.725,"12E","empty",118.127,77.448,1.52524274351823,40.775,25.851,1.57730842133767,67.264,56.391,1.19281445620755,"06R"
"06","R","12","nonmz19",3.931,"12E","empty",89.867,77.448,1.16035275281479,38.872,25.851,1.50369424780473,93.713,56.391,1.66184320192939,"06R"
"06","R","12","nonmz19",5.322,"12E","empty",117.955,77.448,1.5230218985642,42.765,25.851,1.6542880352791,48.303,56.391,0.856572857370857,"06R"
"06","R","14","nonmz19",3.931,"12E","empty",127.467,81.242,1.56897909948056,44.256,27.247,1.62425221125261,50.949,50.309,1.0127213818601,"06R"
"06","R","14","nonmz19",4.334,"12E","empty",115.758,81.242,1.4248541394845,35.442,27.247,1.3007670569237,52.619,50.309,1.04591623765131,"06R"
"08","R","7/","nonmz19",2.701,"05D","dpr4",64.836,38.328,1.69160926737633,32.015,24.543,1.30444525934075,140.455,78.358,1.79247811327497,"08R"
"08","R","7/","nonmz19",2.197,"05D","dpr4",82.752,38.328,2.15904821540388,36.881,24.543,1.50270953021228,161.349,78.358,2.0591260624314,"08R"
"08","R","9/","nonmz19",2.56,"05D","dpr4",86.173,42.644,2.02075321264422,32.52,26.375,1.23298578199052,60.661,80.618,0.752449825101094,"08R"
"08","R","9/","nonmz19",5.201,"05D","dpr4",76.155,42.644,1.78583153550324,32.093,26.375,1.21679620853081,49.535,80.618,0.614440943709841,"08R"
"08","R","9/","nonmz19",7.297,"05D","dpr4",81.47,42.644,1.91046806115749,28.95,26.375,1.09763033175355,101.528,80.618,1.25937135627279,"08R"
"08","R","9/","nonmz19",1.915,"05D","dpr4",66.695,42.644,1.56399493480912,30.947,26.375,1.17334597156398,140.916,80.618,1.74794710858617,"08R"
"08","R","9/","nonmz19",1.734,"05D","dpr4",78.419,42.644,1.83892223993997,31.628,26.375,1.19916587677725,126.186,80.618,1.5652335706666,"08R"
"08","R","11","nonmz19",3.951,"05D","dpr4",101.531,51.995,1.95270699105683,47.041,31.316,1.50213948141525,159.449,82.32,1.93694120505345,"08R"
"08","R","11","nonmz19",4.757,"05D","dpr4",75.932,51.995,1.46037118953746,42.458,31.316,1.3557925661004,175.775,82.32,2.1352648202138,"08R"
"08","R","11","nonmz19",4.092,"05D","dpr4",97.202,51.995,1.86944898547937,41.626,31.316,1.32922467748116,127.547,82.32,1.54940476190476,"08R"
"08","R","11","nonmz19",1.915,"05D","dpr4",96.589,51.995,1.85765939032599,44.947,31.316,1.43527270404905,159.621,82.32,1.9390306122449,"08R"
"08","R","11","nonmz19",2.963,"05D","dpr4",84.082,51.995,1.6171170304837,37.755,31.316,1.20561374377315,148.837,82.32,1.8080296404276,"08R"
"08","R","13","nonmz19",5.664,"05D","dpr4",89.381,53.019,1.68582960825365,38.683,31.862,1.21407946770448,53.181,85.703,0.62052670268252,"08R"
"08","R","13","nonmz19",3.427,"05D","dpr4",114.776,53.019,2.1648088421132,88.647,31.862,2.78221706107589,151.124,85.703,1.76334550715844,"08R"
"08","R","13","nonmz19",4.374,"05D","dpr4",85.124,53.019,1.60553763745073,77.143,31.862,2.42116000251083,108.544,85.703,1.26651342426753,"08R"
"08","R","13","nonmz19",7.156,"05D","dpr4",87.527,53.019,1.65086101209001,78.817,31.862,2.47369907727073,55.344,85.703,0.645765025728388,"08R"
"08","R","13","nonmz19",11.752,"05D","dpr4",73.578,53.019,1.38776664969162,38.045,31.862,1.19405561483899,126.221,85.703,1.47277224834603,"08R"
"09","R","4/","nonmz19",9.595,"18E","empty",104.84,63.9,1.64068857589984,28.662,20.336,1.40942171518489,57.84,52.101,1.11015143663269,"09R"
"09","R","6/","nonmz19",3.326,"18E","empty",149.612,80.242,1.86450985768052,44.909,25.165,1.78458176038148,52.376,53.64,0.976435495898583,"09R"
"09","R","6/","nonmz19",1.895,"18E","empty",106.16,80.242,1.32299793125794,28.011,25.165,1.11309358235645,46.915,53.64,0.874627143922446,"09R"
"09","R","6/","nonmz19",4.959,"18E","empty",115.732,80.242,1.44228708157823,33.573,25.165,1.33411484204252,75.764,53.64,1.41245339299031,"09R"
"09","R","8/","nonmz19",2.923,"18E","empty",132.517,83.689,1.58344585309897,43.476,26.58,1.63566591422122,67.676,48.649,1.39110773088861,"09R"
"09","R","8/","nonmz19",5.18,"18E","empty",150.934,83.689,1.80351061668798,47.074,26.58,1.77103085026336,65.774,48.649,1.35201134658472,"09R"
"09","R","8/","nonmz19",1.834,"18E","empty",154.286,83.689,1.84356367025535,44.527,26.58,1.67520692249812,58.198,48.649,1.19628358239635,"09R"
"09","R","8/","nonmz19",2.117,"18E","empty",131.629,83.689,1.57283513962408,53.19,26.58,2.00112866817156,73.6,48.649,1.51287796254805,"09R"
"09","R","8/","nonmz19",5.1,"18E","empty",128.609,83.689,1.53674915460813,37.383,26.58,1.40643340857788,73.332,48.649,1.50736911344529,"09R"
"09","R","8/","nonmz19",6.974,"18E","empty",105.483,83.689,1.2604165421979,59.777,26.58,2.24894657637321,108.85,48.649,2.23745606281732,"09R"
"09","R","10","nonmz19",4.072,"18E","empty",107.782,82.232,1.31070629438661,26.149,25.446,1.02762713196573,25.396,46.775,0.542939604489578,"09R"
"09","R","10","nonmz19",5.14,"18E","empty",116.275,82.232,1.41398725556961,29.031,25.446,1.14088658335298,39.412,46.775,0.842586851950828,"09R"
"09","R","10","nonmz19",1.955,"18E","empty",97.67,82.232,1.18773713396245,40.433,25.446,1.5889727265582,69.887,46.775,1.49411010154997,"09R"
"09","R","10","nonmz19",2.459,"18E","empty",139.041,82.232,1.6908381165483,44.443,25.446,1.74656134559459,66.016,46.775,1.41135221806521,"09R"
"09","R","10","nonmz19",4.031,"18E","empty",125.26,82.232,1.5232512890359,44.97,25.446,1.76727186984202,54.255,46.775,1.15991448423303,"09R"
"09","R","10","nonmz19",2.58,"18E","empty",105.227,82.232,1.27963566494795,30.805,25.446,1.2106028452409,29.586,46.775,0.632517370390166,"09R"
"09","R","12","nonmz19",3.366,"18E","empty",119.707,82.899,1.4440101810637,32.084,24.682,1.29989466007617,60.886,47.004,1.29533656710067,"09R"
"09","R","12","nonmz19",6.269,"18E","empty",121.762,82.899,1.46879938238097,28.756,24.682,1.16505955757232,43.489,47.004,0.925219130286784,"09R"
"09","R","14","nonmz19",5.563,"18E","empty",141.884,79.678,1.78071738748463,40.341,24.127,1.6720271894558,54.721,47.126,1.16116368883419,"09R"
"09","R","14","nonmz19",4.233,"18E","empty",105.033,79.678,1.31821832877331,31.176,24.127,1.29216230778796,50.467,47.126,1.07089504731995,"09R"
"09","R","16","nonmz19",4.777,"18E","empty",106.975,79.959,1.3378731599945,25.236,24.476,1.03105082529825,46.743,43.568,1.07287458685274,"09R"
"13","R","4/","nonmz19",5.422,"11E","empty",111.569,60.948,1.83056047778434,32.26,18.022,1.79003440239707,43.591,38.787,1.12385593111094,"13R"
"13","R","4/","nonmz19",2.641,"11E","empty",98.817,60.948,1.62133293955503,31.817,18.022,1.76545333481301,33.519,38.787,0.86418129785753,"13R"
"13","R","6/","nonmz19",6.168,"11E","empty",91.693,70.205,1.3060750658785,25.66,21.123,1.21478956587606,60.971,40.482,1.50612617953658,"13R"
"13","R","6/","nonmz19",6.833,"11E","empty",112.95,70.205,1.6088597678228,29.448,21.123,1.3941201533873,38.386,40.482,0.948223901981127,"13R"
"13","R","6/","nonmz19",4.838,"11E","empty",111.471,70.205,1.58779289224414,30.604,21.123,1.44884722813994,45.95,40.482,1.13507237784694,"13R"
"13","R","6/","nonmz19",5.604,"11E","empty",112.579,70.205,1.6035752439285,31.511,21.123,1.49178620461109,50.543,40.482,1.24853021095796,"13R"
"13","R","8/","nonmz19",2.358,"11E","empty",128.957,72.505,1.77859457968416,60.051,22.173,2.7082938709241,73.214,38.437,1.90477924916096,"13R"
"13","R","8/","nonmz19",4.596,"11E","empty",136.825,72.505,1.88711123370802,37.794,22.173,1.7045054796374,39.706,38.437,1.03301506361058,"13R"
"13","R","8/","nonmz19",3.548,"11E","empty",120.847,72.505,1.66674022481208,36.869,22.173,1.66278807558743,53.273,38.437,1.38598225667976,"13R"
"13","R","8/","nonmz19",1.512,"11E","empty",97.013,72.505,1.33801806771947,48.627,22.173,2.19307265593289,45.453,38.437,1.18253245570674,"13R"
"13","R","8/","nonmz19",4.495,"11E","empty",110.206,72.505,1.51997793255638,33.561,22.173,1.51359761872548,54.018,38.437,1.40536462262924,"13R"
"13","R","8/","nonmz19",3.084,"11E","empty",95.222,72.505,1.31331632301221,23.17,22.173,1.04496459658143,49.248,38.437,1.28126544735541,"13R"
"13","R","10","nonmz19",3.729,"11E","empty",112.476,75.608,1.48762035763411,35.595,23.478,1.51610017889088,64.568,40.731,1.58522992315435,"13R"
"13","R","10","nonmz19",4.354,"11E","empty",107.116,75.608,1.41672838853031,41.037,23.478,1.74789164324048,56.056,40.731,1.37624904863617,"13R"
"13","R","10","nonmz19",7.216,"11E","empty",105.891,75.608,1.40052639932282,33.665,23.478,1.43389556180254,34.696,40.731,0.851832756377206,"13R"
"13","R","12","nonmz19",2.681,"11E","empty",117.534,73.144,1.60688504867111,40.94,23.433,1.74710877821875,35.571,39.568,0.898984027496967,"13R"
"13","R","12","nonmz19",4.152,"11E","empty",112.772,73.144,1.54178059717817,34.699,23.433,1.48077497546196,43.67,39.568,1.10366963202588,"13R"
"13","R","12","nonmz19",2.62,"11E","empty",92.154,73.144,1.25989828283933,50.2,23.433,2.1422779840396,43.892,39.568,1.10928022644561,"13R"
"13","R","12","nonmz19",7.297,"11E","empty",110.934,73.144,1.51665208356119,55.221,23.433,2.3565484573038,34.779,39.568,0.878967852810352,"13R"
"13","R","12","nonmz19",3.084,"11E","empty",127.98,73.144,1.74969922344963,38.17,23.433,1.62889941535441,40.19,39.568,1.01571977355439,"13R"
"13","R","14","nonmz19",4.656,"11E","empty",91.991,71.736,1.28235474517676,26.273,23.258,1.12963281451544,58.407,39.802,1.46743882216974,"13R"
"13","R","14","nonmz19",6.47,"11E","empty",105.66,71.736,1.4729006356641,36.526,23.258,1.57047037578468,51.274,39.802,1.28822672227526,"13R"
"14","R","2/","nonmz19",4.031,"16D","dpr4",74.12,65.245,1.13602574909955,20.055,26.149,0.766950935026196,42.35,94.029,0.450392963872848,"14R"
"14","R","4/","nonmz19",2.6,"16D","dpr4",104.093,70.973,1.46665633409888,47.101,25.063,1.8793041535331,64.008,68.587,0.933238077186639,"14R"
"14","R","4/","nonmz19",2.439,"16D","dpr4",89.521,70.973,1.2613388189875,36.397,25.063,1.45222040458046,61.215,68.587,0.892516074474755,"14R"
"14","R","4/","nonmz19",3.991,"16D","dpr4",131.495,70.973,1.85274681921294,37.581,25.063,1.4994613573794,107.04,68.587,1.56064560339423,"14R"
"14","R","4/","nonmz19",2.338,"16D","dpr4",114.026,70.973,1.60661096473307,36.241,25.063,1.44599608985357,39.31,68.587,0.573140682636651,"14R"
"14","R","4/","nonmz19",2.278,"16D","dpr4",111.885,70.973,1.57644456342553,44,25.063,1.7555759486095,28.31,68.587,0.412760435651071,"14R"
"14","R","6/","nonmz19",2.681,"16D","dpr4",153.053,79.506,1.92504968178502,54.203,24.991,2.16890080428954,49.737,65.141,0.763528346202852,"14R"
"14","R","6/","nonmz19",2.701,"16D","dpr4",158.201,79.506,1.98979951198652,57.567,24.991,2.3035092633348,55.157,65.141,0.846732472636281,"14R"
"14","R","6/","nonmz19",2.661,"16D","dpr4",113.008,79.506,1.42137700299348,34.152,24.991,1.36657196590773,78.955,65.141,1.21206306320136,"14R"
"14","R","6/","nonmz19",3.83,"16D","dpr4",127.326,79.506,1.60146404044978,41.558,24.991,1.66291865071426,114.7,65.141,1.76079581216131,"14R"
"14","R","10","nonmz19",8.446,"16D","dpr4",102.067,81.368,1.25438747419133,28.921,24.284,1.19094877285455,59.444,55.78,1.06568662603084,"14R"
"14","R","10","nonmz19",3.991,"16D","dpr4",121.328,81.368,1.49110215318061,36.212,24.284,1.49118761324329,54.909,55.78,0.984385084259591,"14R"
"14","R","10","nonmz19",3.427,"16D","dpr4",147.335,81.368,1.81072411758922,49.712,24.284,2.04710920770878,102.394,55.78,1.83567586948727,"14R"
"14","R","10","nonmz19",3.83,"16D","dpr4",111.395,81.368,1.36902713597483,39.8,24.284,1.63893921923901,136.737,55.78,2.45136249551811,"14R"
"14","R","10","nonmz19",1.613,"16D","dpr4",143.387,81.368,1.76220381476748,44.038,24.284,1.8134574205238,120.7,55.78,2.16385801362496,"14R"
"14","R","12","nonmz19",2.056,"16D","dpr4",137.284,82.278,1.66853836991662,52.333,25.263,2.0715275303804,65.775,60.551,1.08627438027448,"14R"
"14","R","12","nonmz19",1.895,"16D","dpr4",121.936,82.278,1.48200004861567,38.957,25.263,1.54205755452638,167.777,60.551,2.77083780614688,"14R"
"14","R","12","nonmz19",3.588,"16D","dpr4",123.888,82.278,1.50572449500474,43.202,25.263,1.71008985472826,38.32,60.551,0.632854948720913,"14R"
"14","R","12","nonmz19",3.81,"16D","dpr4",122.302,82.278,1.48644838231362,58.058,25.263,2.29814353006373,57.519,60.551,0.949926508232729,"14R"
"14","R","14","nonmz19",5.281,"16D","dpr4",120.008,82.415,1.45614269247103,57.576,26.334,2.18637502848029,52.019,67.121,0.775003352155063,"14R"
"14","R","14","nonmz19",2.641,"16D","dpr4",137.275,82.415,1.66565552387308,52.305,26.334,1.98621553884712,162.214,67.121,2.41673991746249,"14R"
"14","R","14","nonmz19",2.741,"16D","dpr4",123.654,82.415,1.50038221197598,67.794,26.334,2.57439052175894,65.64,67.121,0.977935370450381,"14R"
"14","R","14","nonmz19",4.777,"16D","dpr4",150.08,82.415,1.8210277255354,46.924,26.334,1.78187893977368,58.249,67.121,0.867820801239553,"14R"
"14","R","14","nonmz19",6.39,"16D","dpr4",106.483,82.415,1.29203421707213,35.091,26.334,1.33253588516746,155.394,67.121,2.31513237287883,"14R"
"14","R","14","nonmz19",5.906,"16D","dpr4",145.488,82.415,1.76530971303768,48.229,26.334,1.83143464722412,63.529,67.121,0.946484706723678,"14R"
"14","R","16","nonmz19",1.774,"16D","dpr4",140.261,82.828,1.69340078234413,47.17,27.209,1.73361755301555,111.83,72.957,1.53282070260564,"14R"
"14","R","16","nonmz19",3.648,"16D","dpr4",125.249,82.828,1.51215772444101,43.315,27.209,1.59193649160204,59.354,72.957,0.813547706183094,"14R"
"14","R","16","nonmz19",2.197,"16D","dpr4",112.303,82.828,1.35585792244169,43.936,27.209,1.61475982211768,63.202,72.957,0.866291102978467,"14R"
"14","R","18","nonmz19",2.54,"16D","dpr4",125.437,84.259,1.48870743778113,37.333,28.002,1.33322619812871,95.397,68.662,1.38937112230928,"14R"
"14","R","20","nonmz19",1.935,"16D","dpr4",112.219,86.223,1.30149728030804,39.781,31.22,1.27421524663677,119.938,70.65,1.69763623496108,"14R"
"14","R","20","nonmz19",2.923,"16D","dpr4",111.786,86.223,1.29647541839184,34.717,31.22,1.11201153106983,117.903,70.65,1.66883227176221,"14R"
"14","R","22","nonmz19",6.007,"16D","dpr4",125.701,84.605,1.48573961349802,37.185,29.469,1.26183447012114,85.413,80.672,1.05876884172947,"14R"
"14","R","22","nonmz19",3.89,"16D","dpr4",101.342,84.605,1.19782518763666,31.409,29.469,1.06583189113984,119.446,80.672,1.48063764379215,"14R"
"14","R","22","nonmz19",8.446,"16D","dpr4",140.537,84.605,1.66109567992435,50.714,29.469,1.72092707591028,122.277,80.672,1.51573036493455,"14R"
